num|Title|Summary
2298|ธปท.อัตราแลกเปลี่ยนกลาง 31.832 บาท/ดอลลาร์ (แข็งค่า 0.039 บาท/ดอลลาร์)|กรุงเทพธุรกิจออนไลน์ / อัตราอ้างอิงค่าเงินบาทของธนาคารแห่งประเทศไทย ณ สิ้นวันทำการวันศุกร์ (29 พ.ค. 63)อยู่ที่ระดับ 31.832 บาท/ดอลลาร์

2299|ธปท.อัตราแลกเปลี่ยนกลาง 35.6533 บาท/ยูโร (อ่อนค่า 0.1793 บาท/ยูโร)|กรุงเทพธุรกิจออนไลน์ / อัตราถัวเฉลี่ยค่าเงินยูโรต่อบาท ณ สิ้นวันทำการวันศุกร์ (29 พ.ค. 63) อยู่ที่ระดับ 35.6533 บาท/ยูโร 

2300|ราคาทองวันนี้ ขึ้น 50 บ. |ราคาทองวันนี้ ต้นเดือน 1มิ.ย. ขึ้น 50 บาท ทองรูปพรรณขายออก26,600 บาท ทองแท่งขายออก26,100 บาท
2301|แอลเอชฟันด์ ลุยกองหุ้น ดัน เอยูเอ็ม โตเท่าปีก่อน|แอลเอชฟันด์ วางเป้าเอยูเอ็ม โตเท่าปีก่อนที่ขยายตัว 14% ลุย กองทุนหุ้น-เอเชียรีท จัดพอร์ตกระจายความเสี่ยง ปั้นผลตอบแทนได้ 5-6% มองข้ามช็อตปีหน้าทุกอย่างฟื้น 70% หนุนแตะระดับ 1,500 จุด ส่วนปีนี้รอจังหวะตลาดพักฐานเก็บหุ้น SET100 เพิ่ม
2302|VGI โชว์กำไรปี 62/63 โต 29% หนุนจากธุรกิจออนไลน์โตเท่าตัว พร้อมปันผล 0.016 บาท|VGI เผยกำไรปี 62/63 ที่ 1.42 พันล้านบาท โต 29% จากปีก่อน หนุนจากธุรกิจออนไลน์โต 117% ขณะที่ธุรกิจโฆษณาหดตัว 7.6% พร้อมปันผล 0.016 บาท ผู้บริหารรับปี 63/64 ธุรกิจโฆษณาถูกกดดันจากโควิด-19 ต่อเนื่อง
2303|กสิกรไลน์ ปักธงปล่อยกู้ก.ค. หวังลูกค้าแตะ ล้านคน ปีนี้|กสิกรไลน์ เตรียมเดินหน้าปล่อยกู้ ผ่านแพลตฟอร์ม LINE BK เดือยก.ค.-ส.ค.นี้ ตั้งเป้าเจาะกลุ่มอาชีพอิสระ มั่นใจเข้าถึงกลุ่มรายได้ต่ำกว่า 1 หมื่นบาทต่อเดือน ทั้งแม่ค้า พนักงานโรงงาน และคนขับรถ ฐานรายได้หวังปีแรกกวาดลูกค้าบน LINE 1 ล้านคน
2304|เมเจอร์-สปา เฮ! รับปลดล็อกเฟส 3|สถานการณ์การระบาดของโรคโควิด-19 ในประเทศไทยมีแนวโน้มดีขึ้นต่อเนื่อง โดยในช่วง 1 เดือนที่ผ่านมา ตัวเลขผู้ติดเชื้อรายใหม่ลดลงอย่างเห็นได้ชัดจนเป็นที่น่าพอใจ
2305|คลังเล็งออกมาตรการสินเชื่อฟื้นเศรษฐกิจ|คลังเตรียมออกมาตรการการเงินและไม่ใช่การเงินฟื้นฟูเศรษฐกิจหลังโควิด-19คลี่คลาย โดยดึงแบงก์รัฐเป็นหัวหอกช่วยดูแลหนี้นอกระบบและสร้างงานในระดับพื้นที่ พร้อมเร่งตั้งกองทุนวงเงินไม่เกิน 5 หมื่นล้านบาทเพื่อช่วยเอสเอ็มอีรายเล็กที่เข้าไม่ถึงมาตรการซอฟท์โลน
2306|โบรกคาดหุ้นไทยวันนี้แกว่งตัว 1,330-1350 จุด|โบรกคาดหุ้นไทยวันนี้แกว่งตัว 1,330-1,350 จุด เหตุ กังวลการประท้วงในสหรัฐส่งผลหลายเมืองต้องประกาศเคอร์ฟิว-ความขัดแย้งระหว่างสหรัฐ-จีนที่เพิ่มขึ้นหลังสหรัฐยกเลิกสถานะพิเศษของฮ่องกง แต่มีปัจจัยบวกในประเทศสภาฯผ่านพ.ร.ก.กู้เงิน 3 ฉบับหนุนดัชนีสลับรีบาวด์
